793465	95	48	94	16.36598702298693	15.850152598107918	0.4352754031331692	0.6897661300622586
100307	97	48	51	16.405675684486493	15.246645197158195	0.2738607808937856	0.8632788686165435
599671	97	80	90	16.53534561057552	4.101998387443593	0.19135280877751626	0.5133297452092345
397861	96	64	61	18.644979990358326	19.136576199949427	0.2865629031868939	0.6177221160007365
397861	95	48	37	19.690248655921188	16.58221508500681	0.4840912416356623	0.7962641042253767
793465	95	0	65	14.757813435814368	17.747697316077748	0.405605514792262	0.791245073101588
599671	95	16	50	0.4974676787460913	23.663399368211728	0.11136818642939805	0.6885397487300735
793465	95	16	22	-4.775475639381719	19.792712269823035	0.0723317415485112	0.9076160418094581
100307	95	0	37	20.99526635578988	19.55282008836453	0.5063397956624122	0.8137610670776318
100307	97	64	106	21.450495191728244	13.111852089606948	0.8310467043230052	0.9618421571046957
114116	96	0	22	19.42941347687073	21.436871258643393	0.5466422536389817	0.9695872029184757
114116	96	0	90	-2.8115686695769497	22.25821750673056	0.12985135400711206	0.8827819508668139
499566	95	80	89	-0.7588939703788979	8.717931567538503	0.18647575097365574	0.6788301626734287
114116	96	80	7	16.465746546477924	12.239169805265117	0.38142618639938786	0.4837073974280622
100307	97	0	86	2.113043008814831	15.661355278610493	0.31220775140249585	0.6180763391436199
899885	97	64	14	17.56176632022608	12.266575088091043	0.23311005174575813	0.6989282862029691
114116	96	32	23	16.24050047294338	8.688670156856666	0.5795351324193243	0.7493605256494918
100307	96	32	27	11.588496155822925	8.70167265364721	0.13713536008934435	0.8401607304766667
499566	95	64	104	6.881219769277989	8.82069188093176	0.11825799907803633	0.7271232731643167
899885	97	80	41	18.710906915904392	10.82523179362571	0.4362344252648703	0.48609821355310134
599671	96	48	24	14.33026818532857	10.63404651736667	0.3305803136434038	0.5215609752240384
899885	96	32	46	22.032926849705877	13.074814900747269	0.40267509319426115	0.6276577639666869
114116	96	48	56	19.90824749114239	20.775717760417706	0.5712962324874474	0.739854521901525
499566	97	48	23	10.56151256011125	13.733675058086561	0.08006063305596214	0.8098862407441461
100307	97	16	95	15.230540902829839	9.589354636004296	0.31411322226663596	0.42454363610604023
899885	97	16	91	11.518348624784775	12.565602790515895	0.1542295784004275	0.6439769618578729
599671	97	80	55	4.680903556921328	15.502267587016421	0.06226937994819002	0.6788229740080387
599671	96	0	43	14.028395591726204	21.475189345603418	0.2799746056467981	0.8359174174450845
114116	95	80	73	-4.31054049926141	15.53450692748042	0.09961239779265686	0.8378807875223292
698168	96	48	85	15.033425711213713	4.642146624520674	0.1822365535260501	0.5324038188448367
499566	97	16	42	17.921520258378997	13.391189811492161	0.5081813823076414	0.6102894990909727
698168	97	0	55	-2.731849074887533	31.670397940272267	0.08610192974944318	0.8988591501695951
100307	96	0	107	18.70884124782551	13.899659990165105	0.7202747196129756	0.9236083989888463
599671	95	0	4	22.39444127552951	10.79448855864957	0.5248184525118472	0.6256584120811718
